Id,SalePrice
1461,128510.62
1462,179484.05
1463,181088.79
1464,199356.72
1465,204853.77
1466,174072.23
1467,190570.15
1468,158504.98
1469,209199.68
1470,110785.51
1471,212360.7
1472,127854.94
1473,108678.27
1474,158252.64
1475,129357.04
1476,314701.16
1477,249836.14
1478,288827.86
1479,265362.29
1480,423605.8
1481,304971.39
1482,220092.62
1483,179512.39
1484,178850.33
1485,177857.57
1486,199750.86
1487,292247.73
1488,256631.02
1489,200487.73
1490,223435.54
1491,203259.27
1492,95633.72
1493,176719.92
1494,269506.5
1495,286909.47
1496,231037.76
1497,202668.4
1498,173648.9
1499,171257.72
1500,161999.49
1501,210577.02
1502,159357.2
1503,271693.16
1504,244765.5
1505,229022.1
1506,204396.6
1507,258953.64
1508,212258.17
1509,164121.92
1510,150353.61
1511,149335.12
1512,186814.89
1513,163483.6
1514,180669.3
1515,233512.08
1516,177789.91
1517,193073.1
1518,147846.61
1519,250733.79
1520,125680.59
1521,139128.81
1522,190436.76
1523,91422.44
1524,120175.1
1525,118788.19
1526,114662.7
1527,96638.31
1528,156701.55
1529,130560.23
1530,206911.69
1531,127304.01
1532,94082.55
1533,131650.56
1534,131934.87
1535,166312.95
1536,107884.81
1537,27031.98
1538,193299.63
1539,230643.16
1540,126594.81
1541,163852.9
1542,156653.17
1543,212223.29
1544,64683.71
1545,125110.02
1546,126318.33
1547,127158.75
1548,145118.91
1549,121178.8
1550,119337.8
1551,130302.69
1552,117609.93
1553,148367.45
1554,126529.64
1555,177338.0
1556,75748.98
1557,114312.91
1558,96270.74
1559,68576.66
1560,153271.56
1561,141297.78
1562,112160.73
1563,116245.71
1564,169313.65
1565,126545.15
1566,259231.01
1567,58178.01
1568,221446.02
1569,98440.48
1570,130772.63
1571,111061.82
1572,154114.59
1573,253540.27
1574,116621.53
1575,244398.0
1576,244563.21
1577,196103.84
1578,148719.03
1579,149317.19
1580,201202.58
1581,129387.69
1582,113145.67
1583,318002.1
1584,226026.27
1585,160792.32
1586,40317.89
1587,93878.06
1588,149031.79
1589,92258.97
1590,144162.92
1591,63842.94
1592,132458.03
1593,114679.24
1594,135074.25
1595,95803.81
1596,219844.76
1597,190396.89
1598,205805.61
1599,207387.88
1600,192799.71
1601,19101.29
1602,126073.11
1603,61355.57
1604,268738.12
1605,253216.1
1606,184414.32
1607,208127.12
1608,206135.12
1609,192011.5
1610,142155.26
1611,140950.47
1612,170166.78
1613,163208.08
1614,124025.68
1615,78559.55
1616,53720.11
1617,80580.46
1618,116590.27
1619,128464.57
1620,188928.92
1621,139309.29
1622,126720.5
1623,265567.07
1624,221694.28
1625,129036.87
1626,191821.33
1627,198140.43
1628,273027.14
1629,187786.69
1630,348858.91
1631,228592.66
1632,252463.69
1633,174431.21
1634,181109.78
1635,168802.3
1636,147878.8
1637,192824.67
1638,221315.61
1639,205135.2
1640,276567.4
1641,207126.16
1642,225098.67
1643,230678.37
1644,228825.44
1645,195722.17
1646,170391.48
1647,177691.56
1648,129385.27
1649,131278.73
1650,103922.8
1651,108179.89
1652,123653.16
1653,119967.01
1654,151205.15
1655,146352.22
1656,149504.59
1657,153452.88
1658,150727.87
1659,143561.51
1660,155140.26
1661,378606.03
1662,342828.48
1663,342248.59
1664,441705.02
1665,288998.95
1666,310433.47
1667,306599.85
1668,307792.06
1669,285908.97
1670,318018.92
1671,273786.85
1672,396314.72
1673,274138.28
1674,256900.48
1675,203295.02
1676,208373.63
1677,228253.2
1678,437632.52
1679,340656.1
1680,308530.79
1681,258706.75
1682,291983.53
1683,200165.98
1684,179318.93
1685,161458.84
1686,179061.78
1687,168148.02
1688,197994.11
1689,194534.53
1690,192799.54
1691,180398.46
1692,245162.7
1693,171171.16
1694,173587.89
1695,169036.96
1696,265269.66
1697,173367.71
1698,325439.13
1699,272194.09
1700,255504.6
1701,279300.27
1702,264251.4
1703,252801.59
1704,287008.94
1705,233960.66
1706,389024.22
1707,202087.16
1708,206318.47
1709,274184.75
1710,238112.9
1711,255557.88
1712,256734.26
1713,261203.34
1714,223084.76
1715,206822.07
1716,193425.7
1717,176039.78
1718,138351.83
1719,214271.29
1720,247431.81
1721,180735.67
1722,119751.77
1723,155689.19
1724,221669.66
1725,229494.14
1726,175986.71
1727,171153.88
1728,175105.99
1729,165736.77
1730,176137.52
1731,87173.36
1732,124582.98
1733,117313.7
1734,114420.35
1735,121979.36
1736,88397.28
1737,332617.86
1738,241780.34
1739,284714.47
1740,223002.79
1741,210615.27
1742,187637.03
1743,186736.07
1744,310067.99
1745,233447.77
1746,250546.14
1747,234847.38
1748,234007.02
1749,155379.64
1750,163064.52
1751,252822.55
1752,114184.22
1753,158076.94
1754,227555.17
1755,189178.17
1756,104356.16
1757,102319.45
1758,140116.15
1759,175399.37
1760,159182.98
1761,162214.23
1762,174162.54
1763,174555.35
1764,101538.57
1765,218433.54
1766,196848.15
1767,242202.49
1768,144965.83
1769,182331.69
1770,153486.03
1771,116010.28
1772,129216.76
1773,89947.85
1774,177477.75
1775,138038.71
1776,114291.9
1777,99196.26
1778,145136.31
1779,120625.8
1780,187516.61
1781,119980.38
1782,50963.0
1783,131084.93
1784,84790.8
1785,95655.27
1786,155795.84
1787,179039.28
1788,2759.56
1789,94599.89
1790,37417.5
1791,225898.05
1792,178185.91
1793,141737.27
1794,165660.61
1795,146876.02
1796,132530.23
1797,139610.89
1798,105371.97
1799,96425.44
1800,110665.33
1801,113351.31
1802,167757.89
1803,173041.1
1804,150172.71
1805,142637.92
1806,142638.62
1807,155053.97
1808,121952.84
1809,117590.88
1810,127651.36
1811,85438.36
1812,89751.36
1813,125050.45
1814,62124.22
1815,1432.82
1816,87225.05
1817,92387.13
1818,166246.76
1819,126150.56
1820,27173.27
1821,124926.6
1822,142557.19
1823,4795.34
1824,133406.15
1825,133104.18
1826,98534.35
1827,101855.45
1828,131301.64
1829,124937.44
1830,154889.12
1831,190195.78
1832,104611.86
1833,152787.5
1834,137018.82
1835,145323.56
1836,148586.77
1837,81959.18
1838,131308.53
1839,77175.56
1840,145256.45
1841,146750.68
1842,64689.01
1843,144470.8
1844,129499.69
1845,141733.93
1846,151963.91
1847,172565.77
1848,-15225.39
1849,100263.94
1850,116731.35
1851,152875.68
1852,111869.3
1853,127573.91
1854,186930.39
1855,160026.49
1856,227881.69
1857,155692.81
1858,156328.04
1859,123997.53
1860,172695.19
1861,122517.48
1862,274345.71
1863,271754.46
1864,271778.94
1865,321434.55
1866,303884.18
1867,237668.9
1868,296097.12
1869,218941.36
1870,250903.53
1871,241293.85
1872,162825.27
1873,226442.65
1874,143636.34
1875,216240.66
1876,203935.57
1877,230128.67
1878,211505.15
1879,115867.04
1880,135676.11
1881,267416.66
1882,253753.51
1883,197550.09
1884,218573.39
1885,266907.81
1886,283640.86
1887,220691.04
1888,279549.2
1889,161998.1
1890,119383.95
1891,158932.48
1892,73140.8
1893,138303.99
1894,120765.79
1895,162980.69
1896,113776.58
1897,110745.92
1898,114487.25
1899,138943.78
1900,139978.95
1901,152024.52
1902,151409.33
1903,206916.69
1904,110889.22
1905,171527.5
1906,145311.45
1907,221733.21
1908,128858.76
1909,149022.06
1910,137964.89
1911,220032.66
1912,296270.3
1913,152786.22
1914,41232.45
1915,271567.2
1916,25845.03
1917,255915.47
1918,155386.18
1919,188253.32
1920,185166.71
1921,347629.48
1922,304162.41
1923,233356.93
1924,233858.24
1925,224246.01
1926,350291.98
1927,137580.03
1928,167181.4
1929,123734.83
1930,143456.38
1931,144707.52
1932,134599.91
1933,171378.94
1934,188658.63
1935,171451.82
1936,192693.93
1937,179421.6
1938,157608.57
1939,253438.8
1940,196792.17
1941,177238.77
1942,190158.92
1943,210869.17
1944,274639.18
1945,320537.03
1946,153929.75
1947,291956.31
1948,187705.0
1949,246344.99
1950,207627.99
1951,273724.6
1952,246018.05
1953,184042.23
1954,227830.27
1955,131435.76
1956,317575.38
1957,178951.53
1958,302122.54
1959,145374.17
1960,98711.26
1961,94773.08
1962,127376.02
1963,143719.36
1964,115746.24
1965,141094.79
1966,159984.5
1967,283948.01
1968,355061.64
1969,344799.68
1970,370674.39
1971,389762.23
1972,345123.38
1973,245804.35
1974,289852.18
1975,435243.38
1976,287413.24
1977,354068.02
1978,317027.6
1979,306503.43
1980,214872.04
1981,336600.84
1982,235186.1
1983,220751.6
1984,191635.6
1985,232118.44
1986,240271.94
1987,186321.39
1988,167682.19
1989,195141.12
1990,211113.29
1991,226227.27
1992,239820.77
1993,174231.84
1994,243562.94
1995,193760.42
1996,289344.35
1997,283969.57
1998,340682.23
1999,244006.19
2000,292053.35
2001,243601.0
2002,243293.05
2003,257718.29
2004,274412.38
2005,232524.0
2006,219182.01
2007,254915.96
2008,216787.81
2009,178844.25
2010,202366.48
2011,150248.1
2012,179320.19
2013,178929.57
2014,189232.82
2015,204891.3
2016,189793.01
2017,207973.96
2018,94321.99
2019,134333.47
2020,111535.32
2021,97308.89
2022,195419.24
2023,127620.53
2024,257862.69
2025,349253.06
2026,190615.45
2027,156096.95
2028,181403.11
2029,174377.7
2030,281659.71
2031,262680.51
2032,254740.93
2033,273316.78
2034,182597.06
2035,234402.54
2036,225383.73
2037,230594.23
2038,300222.12
2039,206428.84
2040,348361.59
2041,275673.32
2042,206938.89
2043,175859.18
2044,186282.41
2045,205243.48
2046,154692.79
2047,141475.29
2048,124025.26
2049,144893.44
2050,188773.66
2051,91159.48
2052,116309.31
2053,141869.93
2054,63456.66
2055,168536.64
2056,135223.96
2057,112097.31
2058,224391.45
2059,123588.31
2060,188217.48
2061,207589.83
2062,125380.14
2063,97241.59
2064,138226.13
2065,112403.82
2066,190323.75
2067,120974.09
2068,158464.08
2069,73615.37
2070,100733.64
2071,74766.93
2072,147939.63
2073,133052.25
2074,206146.27
2075,161779.58
2076,118395.26
2077,132101.74
2078,106255.12
2079,142150.39
2080,125144.88
2081,127466.66
2082,134797.12
2083,145951.83
2084,97330.29
2085,107289.09
2086,138714.98
2087,129187.57
2088,118251.88
2089,59595.83
2090,129748.08
2091,99522.34
2092,134403.89
2093,137007.64
2094,131535.41
2095,163099.24
2096,71704.64
2097,86807.04
2098,151523.89
2099,7446.32
2100,56575.59
2101,121171.82
2102,156323.86
2103,94923.58
2104,165411.67
2105,129082.24
2106,17013.71
2107,208510.49
2108,117327.64
2109,103862.58
2110,125730.89
2111,173606.85
2112,129409.54
2113,123212.82
2114,129780.86
2115,167059.55
2116,106072.9
2117,166010.67
2118,128447.32
2119,105054.8
2120,105976.31
2121,74981.49
2122,90218.02
2123,86818.36
2124,180967.77
2125,141115.59
2126,152068.11
2127,169835.28
2128,140388.12
2129,106335.79
2130,144642.4
2131,166136.22
2132,117982.32
2133,131278.54
2134,117595.29
2135,103542.91
2136,38454.16
2137,109324.66
2138,132834.7
2139,152839.06
2140,137966.26
2141,152449.14
2142,124468.47
2143,121389.44
2144,123558.08
2145,140264.02
2146,190573.33
2147,174907.39
2148,141242.56
2149,146079.47
2150,217919.64
2151,127385.69
2152,181917.14
2153,163029.79
2154,107861.73
2155,156868.19
2156,266335.42
2157,252968.23
2158,220753.33
2159,221528.52
2160,177847.96
2161,250128.66
2162,391924.24
2163,313914.01
2164,255734.64
2165,180876.58
2166,149325.33
2167,229162.78
2168,206542.6
2169,207701.4
2170,229542.28
2171,155890.67
2172,134008.39
2173,157063.53
2174,241206.1
2175,295339.81
2176,288676.96
2177,231797.92
2178,232367.88
2179,164097.77
2180,259581.94
2181,200026.56
2182,236775.66
2183,197855.07
2184,126810.14
2185,129535.44
2186,166952.56
2187,149714.95
2188,165744.22
2189,316703.47
2190,70389.45
2191,73366.96
2192,73856.36
2193,104229.09
2194,91067.86
2195,100088.67
2196,84999.21
2197,103447.3
2198,176563.64
2199,163739.27
2200,133622.33
2201,135750.92
2202,194314.21
2203,126932.77
2204,160994.65
2205,101010.19
2206,143654.03
2207,208039.44
2208,243444.3
2209,203639.69
2210,132789.69
2211,125743.2
2212,127208.13
2213,83101.82
2214,141425.99
2215,102365.81
2216,163631.93
2217,12638.04
2218,77998.16
2219,73817.81
2220,48288.89
2221,272960.65
2222,251925.26
2223,288052.74
2224,216950.69
2225,134417.7
2226,195499.07
2227,228930.07
2228,264357.6
2229,254899.21
2230,142350.61
2231,203079.4
